animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,age_days
A736695,2015-12-15,Peluche,2016-10-19,10-2016,Transfer,Partner,Dog,Intact Male,10 months,Chihuahua Longhair Mix,Tan/White,309
A727277,2016-04-13,*Hank,2016-10-19,10-2016,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black,189
A727229,2016-04-13,*Amelia,2016-10-19,10-2016,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White,189
A736438,2016-06-10,*Toby,2016-10-20,10-2016,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,132
A735421,2016-03-23,*Emery,2016-10-20,10-2016,Transfer,Partner,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby,211
A734888,2014-09-15,*Dot,2016-10-21,10-2016,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown Brindle,767
A736103,2008-10-04,Alex,2016-10-22,10-2016,Died,In Kennel,Dog,Neutered Male,8 years,Australian Cattle Dog Mix,Black/Tan,2940
A736764,2015-10-16,*Bishop,2016-10-23,10-2016,Transfer,Partner,Dog,Neutered Male,1 year,Rat Terrier Mix,White/Black,373
A736883,2015-10-18,*Frankie,2016-10-23,10-2016,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever/Catahoula,Brown/White,371
A736823,2014-10-17,*Charlie,2016-10-23,10-2016,Transfer,Partner,Dog,Neutered Male,2 years,Parson Russell Terrier Mix,Tricolor,737
A736948,2015-10-19,Unknown,2016-10-23,10-2016,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever Mix,Black/White,370
A736920,2010-10-19,Sebastian,2016-10-23,10-2016,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,White/Tan,2196
A736578,2015-10-13,*Oscar,2016-10-23,10-2016,Transfer,Partner,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,Brown/White,376
A735004,2015-09-16,*Dodger,2016-10-23,10-2016,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Tan/White,403
A732753,2015-08-13,Max,2016-10-23,10-2016,Adoption,,Dog,Neutered Male,1 year,Pit Bull/German Shepherd,Brown Brindle,437
A736617,2014-10-14,Cookie,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Female,2 years,Jack Russell Terrier Mix,Gold/White,741
A736487,2013-10-11,*Meg,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Yellow,1109
A737050,2016-09-06,Unknown,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown/White,48
A737051,2016-09-06,Unknown,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle,48
A737052,2016-09-06,Unknown,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown/White,48
A737046,2016-09-06,Unknown,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Tan,48
A737047,2016-09-06,Unknown,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Tan,48
A737048,2016-09-06,Unknown,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Tan,48
A736064,2013-09-19,*Birdie,2016-10-24,10-2016,Transfer,Partner,Dog,Intact Female,3 years,Pit Bull Mix,Brown/White,1131
A736104,2008-10-04,Boog,2016-10-24,10-2016,Transfer,Partner,Dog,Neutered Male,8 years,Pomeranian Mix,Tricolor,2942
A729244,2015-06-15,*Tulip,2016-10-25,10-2016,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,498
A736897,2014-10-20,*Grady,2016-10-26,10-2016,Transfer,Partner,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Tricolor,737
A737049,2013-10-21,* Daphne,2016-10-26,10-2016,Transfer,Partner,Dog,Intact Female,3 years,Cairn Terrier/Miniature Schnauzer,Silver/Black,1101
A737044,2015-10-21,Unknown,2016-10-26,10-2016,Transfer,Partner,Dog,Spayed Female,1 year,Siberian Husky Mix,Sable/White,371
A734115,2015-09-01,*Strider,2016-10-26,10-2016,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan/White,421
A731965,2013-07-30,*Elmer,2016-10-26,10-2016,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,1184
A685169,2011-08-03,Baby,2016-10-26,10-2016,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White,1911
A737416,2016-08-12,Unknown,2016-10-27,10-2016,Transfer,Partner,Dog,Intact Male,2 months,Australian Shepherd Mix,Red/White,76
A734476,2016-03-07,*Macy,2016-10-29,10-2016,Adoption,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black,236
A735442,2015-11-23,*Serendipity,2016-10-30,10-2016,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair,Brown Tabby,342
A737253,2016-04-24,Unknown,2016-10-30,10-2016,Transfer,Partner,Bird,Intact Male,6 months,Bantam Mix,Black/White,189
A737069,2015-03-26,Chewy,2016-10-31,10-2016,Transfer,Partner,Dog,Neutered Male,1 year,Chow Chow Mix,Red,585
A737129,2008-04-22,Achilles,2016-10-31,10-2016,Transfer,Partner,Dog,Neutered Male,8 years,Bloodhound Mix,Brown,3114
A737201,2016-10-17,Unknown,2016-10-31,10-2016,Transfer,Partner,Bird,Unknown,2 weeks,Chicken Mix,Yellow,14
A737268,2014-10-24,*Preston,2016-10-31,10-2016,Transfer,Partner,Dog,Neutered Male,2 years,Great Pyrenees/Anatol Shepherd,Tan/White,738
A736810,2016-03-25,Rj,2016-10-31,10-2016,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black/White,220
A736811,2016-03-25,Dj,2016-10-31,10-2016,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black/White,220
A736910,2015-10-19,Unknown,2016-10-31,10-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,378
A736890,2009-10-18,Consti,2016-10-31,10-2016,Transfer,Partner,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black,2570
A736254,2011-10-07,Daisy,2016-10-31,10-2016,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby,1851
A736597,2016-04-13,*Winston,2016-10-31,10-2016,Transfer,Partner,Dog,Intact Male,6 months,Great Pyrenees Mix,Cream,201
A735086,2011-09-18,Isis,2016-10-31,10-2016,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Black,1870
A734629,2015-09-10,*Ginny,2016-10-31,10-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,417
A732235,2016-01-04,*Alison,2016-10-31,10-2016,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Blue,301
A737292,2015-10-25,Cora,2016-11-02,11-2016,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,374
A737033,2014-10-21,*Tulip,2016-11-02,11-2016,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,743
A737079,2014-10-21,Bailey,2016-11-02,11-2016,Transfer,Partner,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Tan/White,743
A737122,2015-10-22,Noki,2016-11-02,11-2016,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,377
A737443,2015-10-28,*Ariel,2016-11-02,11-2016,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White,371
A712102,2014-09-17,Roxy,2016-11-02,11-2016,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,777
A736454,2013-10-10,Samantha,2016-11-04,11-2016,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Fawn/White,1121
A737792,2012-11-05,Gracie,2016-11-05,11-2016,Return to Owner,,Dog,Spayed Female,4 years,Greyhound,Black/White,1461
A737145,2016-08-22,*Cadabra,2016-11-05,11-2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,75
A737662,2012-11-02,Unknown,2016-11-06,11-2016,Transfer,Partner,Dog,Intact Male,4 years,Rat Terrier/Chihuahua Shorthair,White/Tricolor,1465
A737675,2015-11-02,Unknown,2016-11-06,11-2016,Transfer,Partner,Dog,Intact Male,1 year,Rat Terrier Mix,Black/White,370
A737743,2014-11-03,Bunz,2016-11-07,11-2016,Transfer,Partner,Other,Intact Female,2 years,Rabbit Sh,White,735
A737124,2006-10-23,Itsy Bitsy,2016-11-07,11-2016,Transfer,Partner,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Buff,3668
A737547,2014-10-31,*Gracie,2016-11-07,11-2016,Transfer,Partner,Dog,Spayed Female,2 years,Redbone Hound Mix,Red/White,738
A735919,2013-10-01,*Cosette,2016-11-07,11-2016,Transfer,Partner,Other,Spayed Female,3 years,English Spot Mix,White/Black,1133
A737813,2014-11-04,Unknown,2016-11-08,11-2016,Adoption,,Other,Neutered Male,2 years,Ferret,Sable,735
A737777,2016-09-04,Angel,2016-11-08,11-2016,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Buff,65
A738042,2014-11-08,Prometheus,2016-11-09,11-2016,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,732
A737875,2015-12-06,Aries,2016-11-10,11-2016,Transfer,Partner,Dog,Neutered Male,11 months,Basset Hound/Labrador Retriever,Tan,340
A737761,2014-11-04,Unknown,2016-11-10,11-2016,Transfer,Partner,Dog,Spayed Female,2 years,Toy Poodle Mix,White,737
A735430,2016-01-23,*Davila,2016-11-10,11-2016,Return to Owner,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Black/White,292
A736003,2013-10-02,*Madeline,2016-11-10,11-2016,Transfer,Partner,Cat,Intact Female,3 years,Siamese Mix,Tortie Point,1135
A737358,2016-03-28,Bear,2016-11-11,11-2016,Return to Owner,,Dog,Intact Male,7 months,Siberian Husky,Gray/White,228
A658628,2010-07-12,Oso,2016-11-11,11-2016,Adoption,,Dog,Neutered Male,6 years,Labrador Retriever/Smooth Fox Terrier,Brown/White,2314
A737949,2016-08-27,*Q.T.,2016-11-12,11-2016,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,77
A735782,2016-08-17,*Alejandra,2016-11-12,11-2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie/White,87
A738105,2006-11-09,Unknown,2016-11-13,11-2016,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby/White,3657
A738020,2013-11-08,*Paloma,2016-11-15,11-2016,Transfer,Partner,Dog,Spayed Female,3 years,Queensland Heeler Mix,Blue Tick/Black,1103
A738333,2012-11-13,Lady Bug,2016-11-15,11-2016,Transfer,Partner,Dog,Spayed Female,4 years,Basset Hound/Pointer,Chocolate/White,1463
A737241,2015-10-24,Pepperoni,2016-11-15,11-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby,388
A736519,2013-10-12,*Sam,2016-11-15,11-2016,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Fawn/White,1130
A735407,2010-11-23,Blue,2016-11-15,11-2016,Transfer,Partner,Dog,Neutered Male,5 years,Pit Bull,Blue,2184
A735438,2016-03-23,*Oshi,2016-11-15,11-2016,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair,Brown Tabby,237
A734385,2013-09-05,Pongo,2016-11-15,11-2016,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle,1167
A733106,2014-08-17,*Pj,2016-11-15,11-2016,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,821
A709995,2014-08-15,Quin,2016-11-15,11-2016,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White,823
A738788,2006-05-20,*Chandler,2016-11-20,11-2016,Missing,,Dog,Neutered Male,10 years,Pit Bull Mix,Brown/White,3837
A738343,2016-09-28,*Chandi,2016-11-21,11-2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,54
A738457,2016-04-15,*Chanterelle,2016-11-21,11-2016,Adoption,,Cat,Spayed Female,7 months,Siamese Mix,Lynx Point,220
A738798,2014-11-21,Blancanieves,2016-11-21,11-2016,Return to Owner,,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan,731
A738560,2015-11-17,*Fabian,2016-11-22,11-2016,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair,Black Tabby,371
A738226,2012-11-11,Scout,2016-11-22,11-2016,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby,1472
A737405,2012-10-27,*Graham,2016-11-22,11-2016,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,White/Orange Tabby,1487
A735422,2015-11-23,*Fennel,2016-11-22,11-2016,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Brown Tabby,365
A727737,2016-05-03,*Harry,2016-11-22,11-2016,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby,203
A727736,2016-05-03,*Hermione,2016-11-22,11-2016,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Torbie,203
A662854,2011-09-09,Copper,2016-11-22,11-2016,Return to Owner,,Dog,Neutered Male,5 years,Australian Shepherd Mix,Blue Merle,1901
A738763,2006-11-20,*Jarvis,2016-11-25,11-2016,Transfer,Partner,Dog,Intact Male,10 years,Rottweiler Mix,Black/Tan,3658
A738250,2014-11-11,Gus,2016-11-25,11-2016,Adoption,,Dog,Intact Male,2 years,Anatol Shepherd Mix,Tan,745
A738464,2015-11-15,*Chestnut,2016-11-26,11-2016,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,377
A738965,2013-11-25,*Max,2016-11-29,11-2016,Transfer,Partner,Dog,Intact Male,3 years,Anatol Shepherd Mix,Sable,1100
A738220,2013-11-11,*Walda,2016-11-29,11-2016,Transfer,Partner,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Red Tick/White,1114
A739146,2016-09-28,Unknown,2016-11-29,11-2016,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair/Pomeranian,Black,62
A739147,2016-09-28,Unknown,2016-11-29,11-2016,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Longhair/Pomeranian,Black,62
A739148,2016-09-28,Unknown,2016-11-29,11-2016,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Longhair/Pomeranian,Black,62
A739151,2016-09-28,Unknown,2016-11-29,11-2016,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair/Pomeranian,Black/Brown Brindle,62
A738852,2009-11-22,Sky,2016-11-30,11-2016,Transfer,Partner,Dog,Neutered Male,7 years,Pit Bull Mix,White/Tan,2565
A739138,2015-11-28,Miley,2016-12-04,12-2016,Transfer,Partner,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Brown,372
A739310,2014-11-30,*Fergie,2016-12-04,12-2016,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair/Pug,Black/White,735
A739311,2014-11-30,*Gigi,2016-12-04,12-2016,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair/Pug,Black/White,735
A702614,2013-05-16,*Athena,2016-12-04,12-2016,Transfer,Partner,Dog,Spayed Female,3 years,Anatol Shepherd Mix,White/Tan,1298
A739318,2013-12-01,Jinette,2016-12-05,12-2016,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan/White,1100
A739194,2015-11-29,Unknown,2016-12-05,12-2016,Transfer,Partner,Dog,Spayed Female,1 year,Australian Kelpie Mix,Red,372
A739171,2011-11-28,*Snow,2016-12-05,12-2016,Transfer,Partner,Dog,Intact Female,5 years,Great Pyrenees Mix,White,1834
A739008,2016-01-26,*Duke,2016-12-05,12-2016,Transfer,Partner,Dog,Neutered Male,10 months,German Shepherd Mix,Black/Black Brindle,314
A739063,2015-11-27,*Riley,2016-12-05,12-2016,Transfer,Partner,Dog,Intact Male,1 year,Plott Hound Mix,Brown Brindle/White,374
A737744,2014-11-03,Chewbacca,2016-12-08,12-2016,Transfer,Partner,Dog,Intact Male,2 years,Catahoula Mix,Brown Merle,766
A739733,2016-07-11,*Roux,2016-12-11,12-2016,Transfer,Partner,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Brown,153
A739933,2014-12-09,Unknown,2016-12-11,12-2016,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair/Dachshund,Brown/White,733
A739934,2013-12-09,Unknown,2016-12-11,12-2016,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Black/White,1098
A595963,2011-01-27,Chloe,2016-12-11,12-2016,Return to Owner,,Dog,Spayed Female,5 years,Australian Shepherd Mix,White/Brown,2145
A674400,2012-03-12,*Seamus,2016-12-11,12-2016,Transfer,Partner,Dog,Neutered Male,4 years,Boxer/American Bulldog,White/Brown,1735
A739749,2013-12-06,Sprinkles,2016-12-12,12-2016,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black,1102
A739300,2016-10-15,Unknown,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Black/White,58
A739301,2016-10-15,Unknown,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,Black/White,58
A739297,2016-10-15,Mycah,2016-12-12,12-2016,Transfer,Partner,Dog,Neutered Male,1 month,Pit Bull Mix,Black/White,58
A740095,2016-12-11,*Nick,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White,1
A740097,2016-12-11,*Cece,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Female,1 day,Chihuahua Shorthair Mix,Black/White,1
A740098,2016-12-11,*Schmidt,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White,1
A740099,2016-12-11,*Winston,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White,1
A740100,2016-12-11,*Reagan,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Female,1 day,Chihuahua Shorthair Mix,Sable,1
A740101,2016-12-11,*Coach,2016-12-12,12-2016,Transfer,Partner,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Sable,1
A738338,2015-05-13,*Sophie,2016-12-12,12-2016,Adoption,,Dog,Spayed Female,1 year,Plott Hound Mix,Black/Brown Brindle,579
A739856,2010-12-08,Pugsley,2016-12-13,12-2016,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Longhair Mix,Blue/White,2197
A739857,2014-12-08,Baby Boi,2016-12-13,12-2016,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby,736
A739575,2013-12-04,Unknown,2016-12-16,12-2016,Transfer,Partner,Bird,Intact Male,3 years,Chicken Mix,Gold,1108
A740126,1996-12-11,Sunny,2016-12-16,12-2016,Transfer,Partner,Bird,Intact Male,20 years,Cockatoo,White/Orange,7310
A740127,1991-12-11,Sweet Pea,2016-12-16,12-2016,Transfer,Partner,Bird,Intact Female,25 years,Cockatoo,White/Orange,9137
A740406,2014-12-16,Unknown,2016-12-20,12-2016,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/Tan,735
A735905,2015-10-01,*Basil,2016-12-20,12-2016,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,446
A711009,2014-10-31,Tyga,2016-12-20,12-2016,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Blue Tiger/White,781
A533243,2008-07-15,Choco,2016-12-20,12-2016,Return to Owner,,Dog,Neutered Male,8 years,Labrador Retriever/Pit Bull,Chocolate,3080
A740507,2006-12-18,*Josephine,2016-12-22,12-2016,Transfer,Partner,Dog,Intact Female,10 years,Miniature Schnauzer Mix,Gray/White,3657
A740571,2016-06-19,*Harper,2016-12-23,12-2016,Transfer,Partner,Dog,Intact Female,6 months,Labrador Retriever Mix,Black,187
A735601,2015-09-26,Olivia,2016-12-24,12-2016,Return to Owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black,455
A739360,2016-09-30,Unknown,2016-12-26,12-2016,Missing,,Cat,Neutered Male,2 months,Siamese Mix,Silver Lynx Point/Gray,87
A732004,2015-07-31,Zydeco,2017-01-02,01-2017,Transfer,Partner,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Brown/Black,521
A731496,2015-07-23,*Ian,2017-01-03,01-2017,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown,530
A646009,2011-07-15,Nokie,2017-01-03,01-2017,Transfer,Partner,Dog,Spayed Female,5 years,Staffordshire Mix,Black Brindle/White,1999
A740955,2014-12-26,*Juliet,2017-01-05,01-2017,Transfer,Partner,Dog,Intact Female,2 years,Queensland Heeler Mix,Black/Tan,741
A740967,2015-12-26,*Lil Crunchy,2017-01-05,01-2017,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Tan,376
A732333,2016-06-10,*Arya,2017-01-05,01-2017,Transfer,Partner,Dog,Spayed Female,6 months,Labrador Retriever Mix,Red/Black,209
A741754,2007-01-07,Unknown,2017-01-07,01-2017,Euthanasia,Medical,Cat,Intact Female,10 years,Domestic Shorthair Mix,Torbie,3653
A741177,2016-05-29,*Babette,2017-01-09,01-2017,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Medium Hair,Torbie,225
A740894,2014-12-24,Kevin,2017-01-09,01-2017,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Longhair Mix,Orange Tabby/White,747
A740879,2013-12-24,*Mitch,2017-01-09,01-2017,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,1112
A738255,2015-11-11,*Lori,2017-01-09,01-2017,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,425
A739583,2015-12-04,Halo,2017-01-10,01-2017,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White,403
A727583,2016-04-23,*Harvey,2017-01-10,01-2017,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Blue Tabby,262
A741571,2015-01-04,*Emmitt,2017-01-11,01-2017,Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Blue Tick/Black,738
A740753,2013-12-22,Gregory,2017-01-12,01-2017,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White,1117
A740754,2013-12-22,Gavin,2017-01-12,01-2017,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White,1117
A740779,2016-02-22,Pecan,2017-01-12,01-2017,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Brown Tabby/White,325
A741756,2016-01-07,*Padme,2017-01-12,01-2017,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Black/White,371
A741640,2016-07-05,Lunabelle,2017-01-12,01-2017,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby,191
A741934,2015-03-19,Marvin,2017-01-12,01-2017,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan,665
A741929,2016-10-11,Curie,2017-01-12,01-2017,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,93
A732555,2016-07-25,*Midnight,2017-01-12,01-2017,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,171
A741688,2016-05-06,*Pickles,2017-01-15,01-2017,Transfer,Partner,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Tan/White,254
A740516,2015-12-18,*Cindylou,2017-01-15,01-2017,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan,394
A550960,2008-01-14,Chet,2017-01-15,01-2017,Transfer,Partner,Dog,Neutered Male,9 years,Bichon Frise Mix,White/Black,3289
A741427,2016-06-02,Shadow,2017-01-16,01-2017,Transfer,Partner,Dog,Neutered Male,7 months,German Shepherd Mix,Black/Cream,228
A738511,2015-11-16,*Helene,2017-01-16,01-2017,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,427
A720878,2015-12-01,Princess,2017-01-16,01-2017,Transfer,Partner,Dog,Spayed Female,1 year,Bull Terrier Mix,White/Black,412
A679284,2013-11-18,Sherman,2017-01-16,01-2017,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown,1155
A699679,2015-01-31,Cookie,2017-01-16,01-2017,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby,716
A742203,2016-02-17,Roota,2017-01-18,01-2017,Transfer,Partner,Dog,Neutered Male,11 months,Black Mouth Cur Mix,Tan/Black,336
A741304,2016-03-01,Alabama,2017-01-18,01-2017,Transfer,Partner,Dog,Neutered Male,10 months,German Shepherd Mix,Red,323
A705387,2015-01-16,Conan,2017-01-18,01-2017,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan,733
